,ID,name,fuel,seller_type,transmission,owner,year,selling_price,km_driven,marca
3540,12620,Maruti Swift VDI BSIV,Diesel,Individual,Manual,Third Owner,2015,€ 465000,60000,Maruti
3541,12623,Mahindra Scorpio 2.6 CRDe,Diesel,Individual,Manual,Second Owner,2006,€ 180000,222435,Mahindra
3542,12626,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Third Owner,2017,€ 600000,66000,Maruti
3543,12629,Ford Fiesta 1.4 ZXi Duratec,Petrol,Individual,Manual,First Owner,2010,€ 150000,110000,Ford
3544,12632,Hyundai Verna 1.6 SX,Diesel,Individual,Manual,Second Owner,2014,€ 450000,78000,Hyundai
3545,12635,Hyundai Elite i20 Sportz Plus BSIV,Petrol,Individual,Manual,First Owner,2019,€ 721000,10000,Hyundai
3546,12638,Maruti Swift 1.2 DLX,Petrol,Individual,Manual,First Owner,2018,€ 300000,35000,Maruti
3547,12641,Mahindra Scorpio BSIV,Diesel,Individual,Manual,First Owner,2019,€ 1000000,10000,Mahindra
3548,12644,Renault KWID RXT,Petrol,Individual,Manual,First Owner,2016,€ 300000,40000,Renault
3549,12647,Mahindra Scorpio LX,Diesel,Individual,Manual,First Owner,2013,€ 450000,120000,Mahindra
3550,12650,Maruti Esteem AX,Petrol,Individual,Automatic,First Owner,1997,€ 79000,70000,Maruti
3551,12653,Ford Figo 1.5D Trend MT,Diesel,Individual,Manual,First Owner,2017,€ 545000,40000,Ford
3552,12656,Honda Amaze V Diesel BSIV,Diesel,Individual,Manual,First Owner,2018,€ 844999,20000,Honda
3553,12659,Skoda Rapid 1.5 TDI Ambition,Diesel,Individual,Manual,First Owner,2016,€ 700000,93000,Skoda
3554,12662,Toyota Etios VD,Diesel,Individual,Manual,First Owner,2016,€ 650000,159000,Toyota
3555,12665,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,Second Owner,2014,€ 525000,75000,Ford
3556,12668,Ford Fiesta Classic 1.4 SXI Duratorq,Diesel,Individual,Manual,Third Owner,2006,€ 110000,101100,Ford
3557,12671,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,Diesel,Individual,Manual,First Owner,2011,€ 180000,66000,Tata
3558,12674,Hyundai i10 Era,Petrol,Individual,Manual,Second Owner,2012,€ 280000,30000,Hyundai
3559,12677,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner,2019,€ 400000,10000,Renault
3560,12680,Mahindra XUV500 W8 4WD,Diesel,Individual,Manual,Second Owner,2012,€ 625000,126000,Mahindra
3561,12683,Volkswagen Vento 1.5 TDI Highline,Diesel,Individual,Manual,First Owner,2015,€ 535000,70000,Volkswagen
3562,12686,Maruti Swift VDI Optional,Diesel,Individual,Manual,First Owner,2017,€ 459999,50000,Maruti
3563,12689,Mahindra Bolero DI,Diesel,Individual,Manual,First Owner,2010,€ 300000,100000,Mahindra
3564,12692,Honda Civic 1.8 V AT,Petrol,Individual,Automatic,First Owner,2007,€ 280000,60000,Honda
3565,12695,Honda Mobilio V i VTEC,Petrol,Individual,Manual,First Owner,2014,€ 500000,70000,Honda
3566,12698,Hyundai Creta 1.6 SX,Petrol,Individual,Manual,First Owner,2019,€ 1200000,1200,Hyundai
3567,12701,Renault KWID RXT,Petrol,Individual,Manual,First Owner,2016,€ 300000,40000,Renault
3568,12704,Tata Manza ELAN Quadrajet BS IV,Diesel,Individual,Manual,Third Owner,2011,€ 180000,80000,Tata
3569,12707,Hyundai i10 Sportz AT,Petrol,Individual,Automatic,Second Owner,2011,€ 180000,134444,Hyundai
3570,12710,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner,2009,€ 78000,120000,Maruti
3571,12713,Nissan Micra Diesel XV Premium,Diesel,Individual,Manual,First Owner,2011,€ 160000,120000,Nissan
3572,12716,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Diesel,Individual,Manual,First Owner,2014,€ 600000,238000,Mahindra
3573,12719,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner,2008,€ 110000,100000,Maruti
3574,12722,Mahindra Bolero SLX 4WD BSIII,Diesel,Individual,Manual,Second Owner,2011,€ 450000,110000,Mahindra
3575,12725,Mahindra Scorpio S9 BSIV,Diesel,Individual,Manual,First Owner,2019,€ 1350000,35000,Mahindra
3576,12728,Honda City 1.3 DX,Petrol,Individual,Manual,Second Owner,2003,€ 120000,165000,Honda
3577,12731,Honda BR-V i-DTEC VX MT,Diesel,Individual,Manual,First Owner,2018,€ 1040000,42000,Honda
3578,12734,Hyundai Grand i10 CRDi Sportz,Diesel,Individual,Manual,Second Owner,2014,€ 390000,70000,Hyundai
3579,12737,Tata Nano Lx BSIII,Petrol,Individual,Manual,Second Owner,2011,€ 65000,60000,Tata
3580,12740,Volkswagen Polo Diesel Highline 1.2L,Diesel,Individual,Manual,Third Owner,2013,€ 320000,115000,Volkswagen
3581,12743,Volkswagen Ameo 1.5 TDI Highline,Diesel,Individual,Manual,First Owner,2017,€ 720000,70000,Volkswagen
3582,12746,Maruti Swift ZXI ABS,Petrol,Individual,Manual,Second Owner,2007,€ 220000,80000,Maruti
3583,12749,Maruti Wagon R LXI BS IV,Petrol,Dealer,Manual,First Owner,2011,€ 225000,65000,Maruti
3584,12752,Tata Manza Aura (ABS) Quadrajet BS IV,Diesel,Individual,Manual,Second Owner,2010,€ 200000,150000,Tata
3585,12755,Toyota Etios GD,Diesel,Dealer,Manual,Second Owner,2015,€ 434999,75000,Toyota
3586,12758,Ford Figo Diesel Titanium,Diesel,Individual,Manual,First Owner,2012,€ 300000,63700,Ford
3587,12761,Honda Amaze VX i-DTEC,Diesel,Individual,Manual,First Owner,2018,€ 700000,74800,Honda
3588,12764,Ford Endeavour 2.5L 4X2 MT,Diesel,Individual,Manual,Second Owner,2009,€ 500000,105000,Ford
3589,12767,Renault Duster 85PS Diesel RxE,Diesel,Individual,Manual,First Owner,2016,€ 500000,40000,Renault
3590,12770,Maruti Ritz LDi,Diesel,Individual,Manual,Second Owner,2016,€ 400000,90000,Maruti
3591,12773,Toyota Corolla Altis D-4D J,Diesel,Dealer,Manual,Second Owner,2015,€ 825000,75000,Toyota
3592,12776,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2018,€ 720000,15000,Maruti
3593,12779,Maruti 800 AC Uniq,Petrol,Individual,Manual,Second Owner,2009,€ 110000,30000,Maruti
3594,12782,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Diesel,Individual,Manual,Second Owner,2014,€ 600000,100000,Mahindra
3595,12785,Mahindra Scorpio VLX 2WD AT BSIV,Diesel,Individual,Automatic,Third Owner,2009,€ 275000,155000,Mahindra
3596,12788,Land Rover Range Rover Evoque 2.2L Dynamic,Diesel,Individual,Automatic,Second Owner,2012,€ 2349000,149000,Land
3597,12791,Hyundai i20 1.4 Sportz,Diesel,Individual,Manual,First Owner,2017,€ 740000,60000,Hyundai
3598,12794,Maruti Baleno Alpha 1.3,Diesel,Individual,Manual,First Owner,2017,€ 800000,90000,Maruti
3599,12797,Hyundai Verna CRDi 1.6 SX Option,Diesel,Individual,Manual,First Owner,2019,€ 1100000,100000,Hyundai
3600,12800,BMW X1 sDrive20d,Diesel,Individual,Automatic,Second Owner,2012,€ 750000,100000,BMW
3601,12803,Maruti Alto K10 2010-2014 VXI,Petrol,Individual,Manual,Second Owner,2012,€ 200000,90000,Maruti
3602,12806,Tata Spacio SA 6 Seater,Diesel,Individual,Manual,First Owner,2009,€ 210000,75000,Tata
3603,12809,Maruti Swift VDI BSIV,Diesel,Individual,Manual,Second Owner,2009,€ 270000,120000,Maruti
3604,12812,Toyota Etios 1.4 VXD,Diesel,Individual,Manual,Second Owner,2016,€ 630000,90000,Toyota
3605,12815,Hyundai Xcent 1.2 Kappa S,Petrol,Individual,Manual,First Owner,2015,€ 375000,55000,Hyundai
3606,12818,Mahindra Xylo D2,Diesel,Individual,Manual,First Owner,2010,€ 300000,70000,Mahindra
3607,12821,Mahindra Bolero Power Plus SLX,Diesel,Individual,Manual,Second Owner,2016,€ 580000,95000,Mahindra
3608,12824,Hyundai Verna 1.4 CRDi,Diesel,Individual,Manual,First Owner,2014,€ 550000,50000,Hyundai
3609,12827,Maruti Ciaz ZDi Plus SHVS,Diesel,Individual,Manual,First Owner,2016,€ 750000,50000,Maruti
3610,12830,Maruti Omni E MPI STD BS IV,Petrol,Individual,Manual,First Owner,2014,€ 250000,60516,Maruti
3611,12833,Hyundai Verna 1.6 SX,Diesel,Individual,Manual,Second Owner,2012,€ 434999,235000,Hyundai
3612,12836,Mercedes-Benz E-Class 280 CDI,Diesel,Dealer,Automatic,First Owner,2007,€ 900000,76731,Mercedes-Benz
3613,12839,Maruti Swift ZDI,Diesel,Dealer,Manual,First Owner,2016,€ 685000,64000,Maruti
3614,12842,Maruti Swift VDI BSIV,Diesel,Dealer,Manual,First Owner,2014,€ 540000,65000,Maruti
3615,12845,Honda City i-VTEC CVT ZX,Petrol,Dealer,Automatic,Test Drive Car,2018,€ 1165000,13000,Honda
3616,12848,Ford Ecosport 1.5 DV5 MT Titanium Optional,Diesel,Dealer,Manual,First Owner,2014,€ 610000,77000,Ford
3617,12851,Hyundai EON Era,Petrol,Dealer,Manual,First Owner,2011,€ 254999,24000,Hyundai
3618,12854,Nissan Micra Active XV,Petrol,Dealer,Manual,First Owner,2014,€ 280000,63840,Nissan
3619,12857,Tata Tiago 1.2 Revotron XT,Petrol,Individual,Manual,First Owner,2017,€ 370000,25000,Tata
3620,12860,Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner,2011,€ 459999,76400,Tata
3621,12863,Maruti Zen LX,Petrol,Individual,Manual,Third Owner,1998,€ 42000,70000,Maruti
3622,12866,Maruti Zen LX,Petrol,Individual,Manual,Third Owner,1998,€ 42000,70000,Maruti
3623,12869,Fiat Linea Active (Diesel),Diesel,Individual,Manual,Third Owner,2011,€ 190000,80000,Fiat
3624,12872,Fiat Punto 1.4 Emotion,Petrol,Individual,Manual,Fourth & Above Owner,2010,€ 165000,100000,Fiat
3625,12875,Ford EcoSport 1.5 Diesel Trend Plus BSIV,Diesel,Individual,Manual,First Owner,2017,€ 710000,40000,Ford
3626,12878,Hyundai Creta 1.6 SX Option,Petrol,Individual,Manual,First Owner,2018,€ 1200000,15000,Hyundai
3627,12881,Maruti Zen Estilo LXI BS IV,Petrol,Individual,Manual,First Owner,2011,€ 229999,70000,Maruti
3628,12884,Renault KWID RXT,Petrol,Individual,Manual,First Owner,2018,€ 310000,15000,Renault
3629,12887,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner,2015,€ 320000,40000,Maruti
3630,12890,Maruti 800 AC,Petrol,Individual,Manual,First Owner,2006,€ 100000,54000,Maruti
3631,12893,Hyundai Verna CRDi,Diesel,Individual,Manual,First Owner,2009,€ 160000,90000,Hyundai
3632,12896,Maruti 800 AC BSIII,Petrol,Individual,Manual,First Owner,2007,€ 60000,52000,Maruti
3633,12899,Tata Indigo LS,Diesel,Individual,Manual,Third Owner,2012,€ 100000,200000,Tata
3634,12902,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Second Owner,2016,€ 350000,35000,Chevrolet
3635,12905,Renault Duster 110PS Diesel RxZ AWD,Diesel,Individual,Manual,First Owner,2017,€ 700000,60000,Renault
3636,12908,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner,2017,€ 300000,31489,Maruti
3637,12911,Hyundai i20 1.4 Asta Option,Diesel,Individual,Manual,First Owner,2018,€ 830000,40000,Hyundai
3638,12914,Mahindra Quanto C6,Diesel,Individual,Manual,First Owner,2013,€ 220000,110000,Mahindra
3639,12917,Tata Indigo LX Dicor,Diesel,Individual,Manual,First Owner,2009,€ 130000,50000,Tata
3640,12920,Hyundai i20 1.2 Magna,Petrol,Individual,Manual,First Owner,2012,€ 330000,44000,Hyundai
3641,12923,Honda City 1.5 S MT,Petrol,Individual,Manual,Second Owner,2010,€ 254999,90000,Honda
3642,12926,Hyundai Verna 1.6 SX VTVT (O),Petrol,Individual,Manual,Second Owner,2014,€ 600000,50000,Hyundai
3643,12929,Hyundai i10 Magna,Petrol,Individual,Manual,First Owner,2012,€ 210000,50000,Hyundai
3644,12932,Maruti Zen Estilo 1.1 LXI BSIII,Petrol,Individual,Manual,First Owner,2007,€ 120000,81366,Maruti
3645,12935,Maruti Esteem Vxi - BSIII,Petrol,Individual,Manual,First Owner,2006,€ 95000,110000,Maruti
3646,12938,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,Individual,Manual,First Owner,2006,€ 229999,300000,Toyota
3647,12941,Hyundai Verna Transform VTVT,Petrol,Individual,Manual,First Owner,2010,€ 229999,70000,Hyundai
3648,12944,Hyundai i20 Magna Optional 1.4 CRDi,Diesel,Individual,Manual,First Owner,2013,€ 400000,100000,Hyundai
3649,12947,Maruti Gypsy King Hard Top Ambulance BSIV,Petrol,Individual,Manual,Second Owner,2005,€ 300000,70000,Maruti
3650,12950,Ford Figo Diesel Celebration Edition,Diesel,Individual,Manual,First Owner,2013,€ 300000,50000,Ford
3651,12953,Ford Fiesta 1.4 SXi TDCi,Diesel,Individual,Manual,Second Owner,2009,€ 80000,180000,Ford
3652,12956,Maruti 800 AC,Petrol,Individual,Manual,Second Owner,2008,€ 80000,50000,Maruti
3653,12959,Maruti Esteem Vxi,Petrol,Individual,Manual,Second Owner,2007,€ 100000,90000,Maruti
3654,12962,Tata Indica Vista Quadrajet LS,Diesel,Individual,Manual,First Owner,2012,€ 300000,110000,Tata
3655,12965,Maruti Baleno Zeta Automatic,Petrol,Individual,Automatic,First Owner,2018,€ 700000,26000,Maruti
3656,12968,Maruti Vitara Brezza ZDi Plus,Diesel,Individual,Manual,First Owner,2016,€ 975000,65000,Maruti
3657,12971,Chevrolet Captiva LT,Diesel,Individual,Manual,First Owner,2009,€ 500000,130000,Chevrolet
3658,12974,Renault Duster 85PS Diesel RxL Optional,Diesel,Individual,Manual,Second Owner,2013,€ 550000,75000,Renault
3659,12977,Nissan Terrano XV Premium 110 PS,Diesel,Individual,Manual,Second Owner,2014,€ 550000,110000,Nissan
3660,12980,Maruti Alto K10 2010-2014 VXI,Petrol,Individual,Manual,First Owner,2014,€ 240000,50000,Maruti
3661,12983,Maruti 800 Std,Petrol,Individual,Manual,Second Owner,1997,€ 50000,80000,Maruti
3662,12986,Tata Indica Vista Aura 1.2 Safire,Petrol,Individual,Manual,Second Owner,2009,€ 120000,80000,Tata
3663,12989,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner,2013,€ 900000,60000,Maruti
3664,12992,Honda City 1.5 V MT,Petrol,Individual,Manual,Second Owner,2009,€ 250000,90000,Honda
3665,12995,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner,2017,€ 280000,36000,Renault
3666,12998,Tata Indica Vista Terra Quadrajet 1.3L BS IV,Diesel,Individual,Manual,First Owner,2010,€ 85000,87000,Tata
3667,13001,Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,First Owner,2011,€ 90000,80000,Tata
3668,13004,Chevrolet Enjoy TCDi LT 8 Seater,Diesel,Individual,Manual,First Owner,2015,€ 500000,50000,Chevrolet
3669,13007,Maruti 800 Std,Petrol,Individual,Manual,First Owner,2013,€ 200000,60000,Maruti
3670,13010,Renault KWID RXT,Petrol,Individual,Manual,First Owner,2015,€ 250000,50000,Renault
3671,13013,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Third Owner,2014,€ 185000,40000,Maruti
3672,13016,Hyundai i10 Magna 1.1,Petrol,Individual,Manual,Second Owner,2008,€ 100000,60000,Hyundai
3673,13019,Toyota Etios VXD,Diesel,Individual,Manual,First Owner,2015,€ 610000,55000,Toyota
3674,13022,Mahindra Quanto C8,Diesel,Individual,Manual,First Owner,2012,€ 290000,80000,Mahindra
3675,13025,Mahindra Xylo E9,Diesel,Individual,Manual,First Owner,2012,€ 300000,295000,Mahindra
3676,13028,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner,2015,€ 225000,80000,Hyundai
3677,13031,Maruti Alto K10 VXI,Petrol,Individual,Manual,Second Owner,2017,€ 320000,50000,Maruti
3678,13034,Tata Indigo CR4,Diesel,Individual,Manual,Third Owner,2012,€ 135000,158000,Tata
3679,13037,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Diesel,Individual,Manual,Third Owner,2006,€ 400000,400000,Toyota
3680,13040,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner,2016,€ 400000,25000,Maruti
3681,13043,Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,First Owner,2017,€ 570000,35000,Hyundai
3682,13046,Maruti Ignis 1.2 Zeta BSIV,Petrol,Individual,Manual,First Owner,2018,€ 500000,12000,Maruti
3683,13049,Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner,2015,€ 130000,70000,Maruti
3684,13052,Tata Tiago 1.2 Revotron XZ,Petrol,Individual,Manual,First Owner,2018,€ 360000,4000,Tata
3685,13055,Ford Figo Aspire 1.2 Ti-VCT Trend,Petrol,Dealer,Manual,First Owner,2017,€ 530000,10832,Ford
3686,13058,Hyundai i10 Era,Petrol,Individual,Manual,First Owner,2009,€ 250000,50000,Hyundai
3687,13061,Nissan Sunny XL,Petrol,Dealer,Manual,First Owner,2016,€ 600000,19495,Nissan
3688,13064,Renault Duster 85PS Diesel RxL Plus,Diesel,Dealer,Manual,First Owner,2013,€ 570000,62668,Renault
3689,13067,Mahindra XUV500 W6 2WD,Diesel,Dealer,Manual,First Owner,2013,€ 850000,85710,Mahindra
3690,13070,Ford Figo Diesel EXI,Diesel,Dealer,Manual,Second Owner,2011,€ 250000,55130,Ford
3691,13073,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Dealer,Manual,Second Owner,2014,€ 580000,63356,Ford
3692,13076,Toyota Fortuner 3.0 Diesel,Diesel,Dealer,Manual,First Owner,2012,€ 1680000,129627,Toyota
3693,13079,Chevrolet Spark 1.0 LT,Petrol,Individual,Manual,First Owner,2010,€ 180000,15000,Chevrolet
3694,13082,Tata Tiago 1.2 Revotron XE,Petrol,Individual,Manual,First Owner,2017,€ 300000,50000,Tata
3695,13085,Toyota Etios Liva VX,Petrol,Individual,Manual,Second Owner,2012,€ 269000,70000,Toyota
3696,13088,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner,2018,€ 231999,20000,Maruti
3697,13091,Chevrolet Beat LS,Petrol,Individual,Manual,Third Owner,2011,€ 150000,60000,Chevrolet
3698,13094,Hyundai Grand i10 Asta Option,Petrol,Individual,Manual,First Owner,2017,€ 495000,5000,Hyundai
3699,13097,Maruti Ciaz VXi,Petrol,Individual,Manual,First Owner,2014,€ 700000,15000,Maruti
3700,13100,Datsun GO Plus T BSIV,Petrol,Individual,Manual,Second Owner,2018,€ 400000,4400,Datsun
3701,13103,Mahindra Xylo H4,Diesel,Individual,Manual,Third Owner,2019,€ 599000,15000,Mahindra
3702,13106,Renault Duster 85PS Diesel RxL Optional,Diesel,Individual,Manual,First Owner,2013,€ 421000,45000,Renault
3703,13109,Ford EcoSport 1.5 Diesel Trend BSIV,Diesel,Individual,Manual,First Owner,2018,€ 841000,1000,Ford
3704,13112,Hyundai i10 Magna 1.1L,Petrol,Individual,Manual,First Owner,2014,€ 295000,38500,Hyundai
3705,13115,Hyundai i10 Sportz,Petrol,Individual,Manual,First Owner,2011,€ 220000,25000,Hyundai
3706,13118,Ford Classic 1.4 Duratorq LXI,Diesel,Individual,Manual,First Owner,2013,€ 250000,35000,Ford
3707,13121,Toyota Fortuner 3.0 Diesel,Diesel,Individual,Manual,Second Owner,2009,€ 1100000,110000,Toyota
3708,13124,Hyundai Verna 1.6 VTVT,Petrol,Individual,Manual,First Owner,2012,€ 300000,40000,Hyundai
3709,13127,Chevrolet Aveo U-VA 1.2,Petrol,Individual,Manual,Second Owner,2007,€ 80000,110000,Chevrolet
3710,13130,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Third Owner,2013,€ 215000,20000,Chevrolet
3711,13133,Hyundai EON Magna Plus,Petrol,Dealer,Manual,First Owner,2012,€ 245000,14987,Hyundai
3712,13136,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner,2016,€ 650000,25061,Ford
3713,13139,Ford Ecosport 1.5 Diesel Titanium,Diesel,Dealer,Manual,First Owner,2017,€ 760000,42494,Ford
3714,13142,Honda Amaze S i-Dtech,Diesel,Dealer,Manual,First Owner,2014,€ 395000,44875,Honda
3715,13145,Ford Figo Diesel EXI,Diesel,Dealer,Manual,Second Owner,2014,€ 280000,89741,Ford
3716,13148,Honda Jazz 1.5 S i DTEC,Diesel,Dealer,Manual,First Owner,2016,€ 495000,65000,Honda
3717,13151,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner,2016,€ 525000,35000,Honda
3718,13154,Toyota Innova 2.5 GX 8 STR BSIV,Diesel,Dealer,Manual,First Owner,2009,€ 420000,347089,Toyota
3719,13157,Tata New Safari DICOR 2.2 VX 4x2,Diesel,Individual,Manual,First Owner,2010,€ 210000,34500,Tata
3720,13160,Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,First Owner,2018,€ 650000,30000,Hyundai
3721,13163,BMW 3 Series 320d Luxury Line,Diesel,Individual,Automatic,First Owner,2018,€ 2300000,39000,BMW
3722,13166,Ford Freestyle Titanium Plus Diesel BSIV,Diesel,Individual,Manual,First Owner,2019,€ 525000,16000,Ford
3723,13169,Maruti Wagon R LXI CNG,CNG,Individual,Manual,Second Owner,2010,€ 195000,80000,Maruti
3724,13172,Maruti Ertiga SHVS VDI,Diesel,Individual,Manual,First Owner,2016,€ 650000,60000,Maruti
3725,13175,Mahindra TUV 300 T6 Plus,Diesel,Individual,Manual,First Owner,2015,€ 540000,110000,Mahindra
3726,13178,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner,2014,€ 180000,61000,Maruti
3727,13181,Mahindra Bolero Power Plus ZLX,Diesel,Individual,Manual,First Owner,2017,€ 750000,29000,Mahindra
3728,13184,Maruti Ertiga SHVS ZDI Plus,Diesel,Individual,Manual,First Owner,2018,€ 980000,50000,Maruti
3729,13187,Fiat Grande Punto EVO 90HP 1.3 Sport,Diesel,Individual,Manual,First Owner,2014,€ 250000,90000,Fiat
3730,13190,Hyundai Grand i10 1.2 Kappa Sportz AT,Petrol,Individual,Automatic,First Owner,2018,€ 550000,35000,Hyundai
3731,13193,Volkswagen Vento 1.6 Highline,Petrol,Individual,Manual,Second Owner,2015,€ 509999,43000,Volkswagen
3732,13196,Maruti Alto K10 LXI,Petrol,Individual,Manual,First Owner,2017,€ 320000,50000,Maruti
3733,13199,Hyundai EON D Lite,Petrol,Individual,Manual,First Owner,2016,€ 275000,25000,Hyundai
3734,13202,Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,First Owner,2013,€ 550000,222252,Mahindra
3735,13205,Maruti Wagon R VXI Minor,Petrol,Individual,Manual,Second Owner,2009,€ 145000,50000,Maruti
3736,13208,Fiat Grande Punto Emotion 90Hp,Diesel,Individual,Manual,First Owner,2013,€ 250000,80000,Fiat
3737,13211,Hyundai Verna 1.6 SX,Diesel,Individual,Manual,First Owner,2012,€ 520000,35000,Hyundai
3738,13214,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner,2007,€ 95000,85000,Maruti
3739,13217,Toyota Innova 2.5 V Diesel 7-seater,Diesel,Individual,Manual,Third Owner,2011,€ 725000,110000,Toyota
3740,13220,Maruti 800 AC,Petrol,Individual,Manual,Second Owner,2006,€ 55000,70000,Maruti
3741,13223,Honda City i DTEC VX,Diesel,Individual,Manual,First Owner,2014,€ 600000,100000,Honda
3742,13226,Volkswagen Vento New Diesel Highline,Diesel,Individual,Manual,Second Owner,2013,€ 330000,120000,Volkswagen
3743,13229,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2015,€ 470000,89000,Maruti
3744,13232,Maruti Swift ZDi,Diesel,Individual,Manual,First Owner,2013,€ 365000,120000,Maruti
3745,13235,Hyundai EON Magna Plus,Petrol,Individual,Manual,Second Owner,2013,€ 250000,40000,Hyundai
3746,13238,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner,2017,€ 430000,17000,Maruti
3747,13241,Maruti Swift VDI,Diesel,Individual,Manual,Second Owner,2013,€ 400000,125000,Maruti
3748,13244,Maruti Swift Dzire ZXI,Petrol,Individual,Manual,Second Owner,2015,€ 615000,110000,Maruti
3749,13247,Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner,2011,€ 150000,120000,Ford
3750,13250,Ford Figo Diesel ZXI,Diesel,Individual,Manual,First Owner,2014,€ 240000,90000,Ford
3751,13253,Mahindra Scorpio S10 7 Seater,Diesel,Individual,Manual,First Owner,2014,€ 800000,90000,Mahindra
3752,13256,Hyundai EON LPG Magna Plus,LPG,Individual,Manual,First Owner,2015,€ 240000,110000,Hyundai
3753,13259,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,Second Owner,2014,€ 600000,87000,Ford
3754,13262,Mahindra Scorpio LX,Diesel,Individual,Manual,First Owner,2014,€ 800000,15000,Mahindra
3755,13265,Hyundai EON 1.0 Kappa Magna Plus,Petrol,Individual,Manual,First Owner,2015,€ 160000,70000,Hyundai
3756,13268,Ford Fiesta Classic 1.6 Duratec CLXI,Petrol,Individual,Manual,First Owner,2012,€ 350000,38000,Ford
3757,13271,Honda City 1.5 V MT,Petrol,Individual,Manual,Second Owner,2011,€ 300000,64000,Honda
3758,13274,Tata Sumo Gold EX BSIII,Diesel,Individual,Manual,First Owner,2015,€ 399000,55250,Tata
3759,13277,Mahindra Bolero DI,Diesel,Individual,Manual,First Owner,2011,€ 300000,110000,Mahindra
3760,13280,Maruti A-Star AT VXI,Petrol,Individual,Automatic,First Owner,2012,€ 150000,70000,Maruti
3761,13283,Chevrolet Cruze LTZ,Diesel,Individual,Manual,Third Owner,2010,€ 320000,60000,Chevrolet
3762,13286,Tata Hexa XM,Diesel,Individual,Manual,First Owner,2018,€ 1280000,17000,Tata
3763,13289,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,Second Owner,2017,€ 300000,13000,Renault
3764,13292,Nissan Terrano XL Plus ICC WT20 SE,Diesel,Individual,Manual,First Owner,2016,€ 1000000,60000,Nissan
3765,13295,Mitsubishi Pajero Sport 4X4,Diesel,Individual,Manual,Second Owner,2012,€ 1090000,120000,Mitsubishi
3766,13298,Tata New Safari DICOR 2.2 GX 4x2 BS IV,Diesel,Individual,Manual,Second Owner,2012,€ 450000,97000,Tata
3767,13301,Tata Indica GLS BS IV,Petrol,Individual,Manual,Second Owner,2007,€ 60000,130000,Tata
3768,13304,Maruti Swift Dzire ZXI,Petrol,Individual,Manual,First Owner,2013,€ 500000,50000,Maruti
3769,13307,Tata Indigo CR4,Diesel,Individual,Manual,Second Owner,2012,€ 200000,120000,Tata
3770,13310,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner,2015,€ 650000,68000,Ford
3771,13313,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner,2006,€ 60000,100000,Maruti
3772,13316,Maruti Ertiga VDI,Diesel,Individual,Manual,First Owner,2013,€ 250999,80000,Maruti
3773,13319,Hyundai Accent Executive CNG,CNG,Dealer,Manual,Second Owner,2012,€ 185000,67000,Hyundai
3774,13322,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner,2015,€ 155000,60000,Maruti
3775,13325,Maruti Swift VXI,Petrol,Individual,Manual,First Owner,2019,€ 600000,5000,Maruti
3776,13328,Renault KWID RXE,Petrol,Individual,Manual,First Owner,2016,€ 300000,20000,Renault
