ID,name,year,selling_price,km_driven
12191,Maruti Grand Vitara MT,2007,€ 479000,145000
12194,Mahindra KUV 100 mFALCON G80 K8 5str,2016,€ 370000,60000
12197,Hyundai EON Sportz,2016,€ 340000,30000
12200,Maruti Swift Dzire ZXI,2016,€ 620000,35000
12203,Tata Manza Club Class Quadrajet90 EX,2012,€ 270000,60000
12206,Tata Tiago 1.05 Revotorq XZ Plus,2018,€ 400000,35000
12209,Maruti Wagon R VXI Optional,2015,€ 260000,40000
12212,Hyundai Santro LE zipPlus,2003,€ 48000,50000
12215,Tata Nano Twist XE,2015,€ 100000,23800
12218,Nissan Terrano XL Plus 85 PS,2015,€ 490000,70000
12221,Maruti Wagon R Duo Lxi,2010,€ 120000,90000
12224,Hyundai i10 Era,2008,€ 125000,102000
12227,Hyundai EON Era Plus,2013,€ 160000,80000
12230,Maruti Alto 800 LXI,2019,€ 190000,5000
12233,Tata Harrier XZ BSIV,2019,€ 1700000,10000
12236,Hyundai i10 Sportz,2011,€ 250000,50000
12239,Maruti Ignis 1.2 Delta BSIV,2019,€ 500000,15000
12242,Toyota Corolla Altis 1.8 J,2008,€ 400000,35000
12245,Fiat Linea T Jet Plus,2011,€ 500000,20000
12248,Toyota Fortuner 4x2 AT,2014,€ 1800000,99000
12251,Honda Civic 1.8 V MT,2008,€ 320000,90000
12254,Honda Civic 1.8 S AT,2007,€ 250000,47000
12257,Ford Figo Diesel Titanium,2010,€ 105000,90000
12260,Hyundai i20 Active 1.2 SX,2018,€ 550000,20000
12263,Hyundai Grand i10 1.2 Kappa Sportz AT,2019,€ 600000,1100
12266,Maruti Alto 800 VXI,2020,€ 210000,40000
12269,Maruti Alto 800 LXI Airbag,2012,€ 210000,15000
12272,Maruti Alto LXi,2009,€ 150000,40000
12275,Hyundai i10 Era 1.1,2008,€ 125000,60000
12278,Maruti Celerio VXI,2016,€ 380000,20000
12281,Maruti Baleno Delta 1.2,2019,€ 600000,5000
12284,Maruti Swift VXI Deca,2016,€ 490000,27000
12287,Maruti Swift Dzire LDI,2018,€ 545000,38000
12290,Maruti Wagon R VXI BS IV,2015,€ 250000,25000
12293,Hyundai Venue SX Opt Turbo BSIV,2020,€ 1050000,1100
12296,Maruti Wagon R LX Minor,2007,€ 100000,100000
12299,Ford Figo Diesel ZXI,2014,€ 250000,100000
12302,Maruti Wagon R LX BSIII,2007,€ 100000,110000
12305,Ford Figo 1.5D Ambiente ABS MT,2016,€ 350000,60000
12308,Renault Duster 110PS Diesel RxZ Plus,2012,€ 370000,70000
12311,Maruti Zen VXi - BS III,2004,€ 121000,110000
12314,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,€ 570000,44077
12317,Maruti Ertiga SHVS VDI,2017,€ 785000,24000
12320,Maruti Ciaz S 1.3,2018,€ 850000,30000
12323,Maruti Wagon R VXI BS IV,2016,€ 375000,30000
12326,Maruti Baleno Alpha 1.2,2017,€ 619000,40000
12329,Chevrolet Cruze LTZ,2011,€ 335000,90000
12332,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,€ 500000,50000
12335,Maruti Wagon R LX,2003,€ 60000,100000
12338,Maruti Zen Estilo VXI BSIV,2010,€ 130000,50000
12341,Mahindra Ingenio CRDe,2015,€ 210000,210000
12344,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,€ 1900000,20000
12347,Tata Indigo TDI,2013,€ 270000,70000
12350,Maruti Wagon R LXI Minor,2010,€ 225000,100000
12353,Maruti SX4 ZXI MT BSIV,2011,€ 150000,160000
12356,Chevrolet Beat Diesel LT,2013,€ 173000,70000
12359,BMW 5 Series 520d Luxury Line,2018,€ 4800000,9422
12362,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,€ 710000,110000
12365,Toyota Corolla Altis 1.8 GL,2019,€ 1500000,20000
12368,Maruti Baleno Zeta 1.2,2017,€ 550000,20000
12371,Maruti 800 AC BSIII,2008,€ 58000,70000
12374,Audi A4 1.8 TFSI,2012,€ 1200000,60000
12377,Mahindra Scorpio M2DI,2013,€ 500000,150000
12380,Maruti Swift LXi BSIV,2009,€ 120000,83000
12383,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,€ 300000,250000
12386,Hyundai EON Era Plus,2018,€ 300000,30000
12389,Datsun GO Plus T Option BSIV,2015,€ 295000,21000
12392,Maruti Ertiga VXI CNG,2018,€ 587000,80000
12395,Ambassador Grand 1800 ISZ MPFI PW CL,2012,€ 430000,50000
12398,Hyundai Verna i (Petrol),2007,€ 123000,50000
12401,Skoda Laura Ambiente 2.0 TDI CR AT,2012,€ 450000,48500
12404,Maruti Wagon R LXI Minor,2007,€ 130000,60000
12407,Tata Indica Vista Aqua 1.4 TDI,2010,€ 110000,90000
12410,Mahindra Xylo Celebration Edition BSIV,2010,€ 200000,240000
12413,Hyundai Grand i10 Magna,2015,€ 320000,70000
12416,Maruti Wagon R LXI BS IV,2014,€ 300000,50000
12419,Volkswagen CrossPolo 1.2 MPI,2016,€ 350000,110000
12422,Maruti Ertiga VXI Petrol,2018,€ 800000,50000
12425,Hyundai Xcent 1.1 CRDi S,2016,€ 270000,175000
12428,Hyundai i20 1.2 Magna Executive,2017,€ 540000,60000
12431,Maruti Wagon R LXI CNG,2011,€ 160000,60000
12434,Maruti SX4 VDI,2013,€ 340000,100000
12437,Maruti Eeco 5 Seater AC BSIV,2017,€ 350000,40000
12440,Volkswagen Vento Diesel Style Limited Edition,2011,€ 300000,100000
12443,Maruti Ritz VDi,2013,€ 330000,63000
12446,Maruti Wagon R LXI CNG,2016,€ 325000,80000
12449,Maruti Swift Dzire VDI,2013,€ 250000,55000
12452,Maruti Swift Star VDI,2013,€ 250000,55000
12455,Chevrolet Beat LT Option,2015,€ 240000,60000
12458,Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,€ 545000,5000
12461,Hyundai i10 Magna 1.1 iTech SE,2015,€ 300000,48000
12464,Chevrolet Beat LT,2010,€ 130000,80000
12467,Renault KWID RXT,2017,€ 240000,50000
12470,Renault KWID 1.0 RXT Optional,2018,€ 360000,15000
12473,Hyundai i20 1.4 CRDi Magna,2012,€ 250000,70000
12476,Skoda Laura Elegance 2.0 TDI CR AT,2019,€ 475000,105000
12479,Hyundai i20 Asta Option 1.4 CRDi,2016,€ 600000,50000
12482,Tata Indigo CR4,2010,€ 150000,80000
12485,Ford EcoSport 1.5 Diesel Trend BSIV,2017,€ 700000,50000
12488,Mahindra XUV500 W6 2WD,2016,€ 1290000,5000
12491,Hyundai Santro Xing XG,2004,€ 80000,58000
12494,Hyundai Grand i10 Sportz,2015,€ 425000,12000
12497,Maruti Celerio ZXI AMT BSIV,2018,€ 500000,10000
12500,Hyundai Santro Xing GLS,2012,€ 193000,45000
12503,Honda City i VTEC V,2015,€ 800000,10000
12506,Maruti Wagon R LXI Minor,2008,€ 150000,50000
12509,Maruti 800 AC,2002,€ 80000,40000
12512,Ford Figo Diesel EXI,2010,€ 130000,100000
12515,Ford Figo Diesel EXI,2012,€ 280000,80000
12518,Mahindra Xylo D2 BS IV,2011,€ 229999,110000
12521,Maruti Zen Estilo VXI BSIII,2008,€ 80000,120000
12524,Tata Nano Cx BSIII,2010,€ 70000,10000
12527,Maruti Ritz VDi,2013,€ 240000,60000
12530,Mahindra Xylo E8,2010,€ 380000,72000
12533,Maruti Ritz VDi,2013,€ 240000,60000
12536,Hyundai Santro Xing XO,2006,€ 80000,110000
12539,Hyundai i10 Era,2013,€ 265000,50000
12542,Hyundai EON Magna Plus Option,2018,€ 320000,25000
12545,Nissan Terrano XL 110 PS,2014,€ 500000,120000
12548,Hyundai Creta 1.6 CRDi SX Option,2016,€ 1300000,55000
12551,Mahindra Scorpio S11 BSIV,2018,€ 1500000,35000
12554,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,€ 1800000,110000
12557,Mahindra XUV500 W6 2WD,2014,€ 600000,80000
12560,Tata Tiago 1.2 Revotron XT,2018,€ 420000,80000
12563,Maruti Zen Estilo LXI BS IV,2009,€ 140000,120000
12566,Skoda Laura Ambiente 2.0 TDI CR MT,2010,€ 300000,100000
12569,Hyundai Santro Xing XL eRLX Euro III,2006,€ 100000,60000
12572,Maruti Alto K10 VXI,2017,€ 350000,25000
12575,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,€ 850000,19000
12578,Maruti Alto LX,2008,€ 140000,54000
12581,Ford Aspire Titanium Plus BSIV,2015,€ 550000,17100
12584,Hyundai Grand i10 Asta Option AT,2017,€ 525000,19000
12587,Ford Ecosport 1.5 DV5 MT Titanium,2015,€ 470000,146000
12590,Ford Endeavour 3.0L 4X4 AT,2013,€ 900000,98000
12593,Ford Endeavour 2.5L 4X2,2011,€ 500000,224642
12596,Maruti Zen LXI,1998,€ 80000,120000
12599,Mahindra Verito 1.5 D2 BSIII,2011,€ 175000,175000
12602,Mahindra XUV500 AT W10 AWD,2017,€ 1350000,15000
12605,Renault Duster 110PS Diesel RxZ,2017,€ 800000,50000
12608,Datsun RediGO 1.0 S,2017,€ 250000,15000
12611,Maruti Ignis 1.2 AMT Alpha BSIV,2018,€ 700000,25000
12614,Tata Nexon 1.5 Revotorq XM,2019,€ 800000,25000
12617,Mahindra XUV500 W6 2WD,2013,€ 660000,69000
12620,Maruti Swift VDI BSIV,2015,€ 465000,60000
12623,Mahindra Scorpio 2.6 CRDe,2006,€ 180000,222435
12626,Maruti Swift Dzire VDI,2017,€ 600000,66000
12629,Ford Fiesta 1.4 ZXi Duratec,2010,€ 150000,110000
12632,Hyundai Verna 1.6 SX,2014,€ 450000,78000
12635,Hyundai Elite i20 Sportz Plus BSIV,2019,€ 721000,10000
12638,Maruti Swift 1.2 DLX,2018,€ 300000,35000
12641,Mahindra Scorpio BSIV,2019,€ 1000000,10000
12644,Renault KWID RXT,2016,€ 300000,40000
12647,Mahindra Scorpio LX,2013,€ 450000,120000
12650,Maruti Esteem AX,1997,€ 79000,70000
12653,Ford Figo 1.5D Trend MT,2017,€ 545000,40000
12656,Honda Amaze V Diesel BSIV,2018,€ 844999,20000
12659,Skoda Rapid 1.5 TDI Ambition,2016,€ 700000,93000
12662,Toyota Etios VD,2016,€ 650000,159000
12665,Ford Ecosport 1.5 DV5 MT Titanium,2014,€ 525000,75000
12668,Ford Fiesta Classic 1.4 SXI Duratorq,2006,€ 110000,101100
12671,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,€ 180000,66000
12674,Hyundai i10 Era,2012,€ 280000,30000
12677,Renault KWID 1.0 RXT Optional,2019,€ 400000,10000
12680,Mahindra XUV500 W8 4WD,2012,€ 625000,126000
12683,Volkswagen Vento 1.5 TDI Highline,2015,€ 535000,70000
12686,Maruti Swift VDI Optional,2017,€ 459999,50000
12689,Mahindra Bolero DI,2010,€ 300000,100000
12692,Honda Civic 1.8 V AT,2007,€ 280000,60000
12695,Honda Mobilio V i VTEC,2014,€ 500000,70000
12698,Hyundai Creta 1.6 SX,2019,€ 1200000,1200
12701,Renault KWID RXT,2016,€ 300000,40000
12704,Tata Manza ELAN Quadrajet BS IV,2011,€ 180000,80000
12707,Hyundai i10 Sportz AT,2011,€ 180000,134444
12710,Maruti Alto LXi,2009,€ 78000,120000
12713,Nissan Micra Diesel XV Premium,2011,€ 160000,120000
12716,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,€ 600000,238000
12719,Maruti Wagon R LXI Minor,2008,€ 110000,100000
12722,Mahindra Bolero SLX 4WD BSIII,2011,€ 450000,110000
12725,Mahindra Scorpio S9 BSIV,2019,€ 1350000,35000
12728,Honda City 1.3 DX,2003,€ 120000,165000
12731,Honda BR-V i-DTEC VX MT,2018,€ 1040000,42000
12734,Hyundai Grand i10 CRDi Sportz,2014,€ 390000,70000
12737,Tata Nano Lx BSIII,2011,€ 65000,60000
12740,Volkswagen Polo Diesel Highline 1.2L,2013,€ 320000,115000
12743,Volkswagen Ameo 1.5 TDI Highline,2017,€ 720000,70000
12746,Maruti Swift ZXI ABS,2007,€ 220000,80000
12749,Maruti Wagon R LXI BS IV,2011,€ 225000,65000
12752,Tata Manza Aura (ABS) Quadrajet BS IV,2010,€ 200000,150000
12755,Toyota Etios GD,2015,€ 434999,75000
12758,Ford Figo Diesel Titanium,2012,€ 300000,63700
12761,Honda Amaze VX i-DTEC,2018,€ 700000,74800
12764,Ford Endeavour 2.5L 4X2 MT,2009,€ 500000,105000
12767,Renault Duster 85PS Diesel RxE,2016,€ 500000,40000
12770,Maruti Ritz LDi,2016,€ 400000,90000
12773,Toyota Corolla Altis D-4D J,2015,€ 825000,75000
12776,Maruti Swift Dzire VDI,2018,€ 720000,15000
12779,Maruti 800 AC Uniq,2009,€ 110000,30000
12782,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,€ 600000,100000
12785,Mahindra Scorpio VLX 2WD AT BSIV,2009,€ 275000,155000
12788,Land Rover Range Rover Evoque 2.2L Dynamic,2012,€ 2349000,149000
12791,Hyundai i20 1.4 Sportz,2017,€ 740000,60000
12794,Maruti Baleno Alpha 1.3,2017,€ 800000,90000
12797,Hyundai Verna CRDi 1.6 SX Option,2019,€ 1100000,100000
12800,BMW X1 sDrive20d,2012,€ 750000,100000
12803,Maruti Alto K10 2010-2014 VXI,2012,€ 200000,90000
12806,Tata Spacio SA 6 Seater,2009,€ 210000,75000
12809,Maruti Swift VDI BSIV,2009,€ 270000,120000
12812,Toyota Etios 1.4 VXD,2016,€ 630000,90000
12815,Hyundai Xcent 1.2 Kappa S,2015,€ 375000,55000
12818,Mahindra Xylo D2,2010,€ 300000,70000
12821,Mahindra Bolero Power Plus SLX,2016,€ 580000,95000
12824,Hyundai Verna 1.4 CRDi,2014,€ 550000,50000
12827,Maruti Ciaz ZDi Plus SHVS,2016,€ 750000,50000
12830,Maruti Omni E MPI STD BS IV,2014,€ 250000,60516
12833,Hyundai Verna 1.6 SX,2012,€ 434999,235000
12836,Mercedes-Benz E-Class 280 CDI,2007,€ 900000,76731
12839,Maruti Swift ZDI,2016,€ 685000,64000
12842,Maruti Swift VDI BSIV,2014,€ 540000,65000
12845,Honda City i-VTEC CVT ZX,2018,€ 1165000,13000
12848,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,€ 610000,77000
12851,Hyundai EON Era,2011,€ 254999,24000
12854,Nissan Micra Active XV,2014,€ 280000,63840
12857,Tata Tiago 1.2 Revotron XT,2017,€ 370000,25000
12860,Tata New Safari DICOR 2.2 EX 4x2,2011,€ 459999,76400
12863,Maruti Zen LX,1998,€ 42000,70000
12866,Maruti Zen LX,1998,€ 42000,70000
12869,Fiat Linea Active (Diesel),2011,€ 190000,80000
12872,Fiat Punto 1.4 Emotion,2010,€ 165000,100000
12875,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,€ 710000,40000
12878,Hyundai Creta 1.6 SX Option,2018,€ 1200000,15000
12881,Maruti Zen Estilo LXI BS IV,2011,€ 229999,70000
12884,Renault KWID RXT,2018,€ 310000,15000
12887,Maruti Wagon R VXI BS IV,2015,€ 320000,40000
12890,Maruti 800 AC,2006,€ 100000,54000
12893,Hyundai Verna CRDi,2009,€ 160000,90000
12896,Maruti 800 AC BSIII,2007,€ 60000,52000
12899,Tata Indigo LS,2012,€ 100000,200000
12902,Chevrolet Beat Diesel LT,2016,€ 350000,35000
12905,Renault Duster 110PS Diesel RxZ AWD,2017,€ 700000,60000
12908,Maruti Alto K10 VXI,2017,€ 300000,31489
12911,Hyundai i20 1.4 Asta Option,2018,€ 830000,40000
12914,Mahindra Quanto C6,2013,€ 220000,110000
12917,Tata Indigo LX Dicor,2009,€ 130000,50000
12920,Hyundai i20 1.2 Magna,2012,€ 330000,44000
12923,Honda City 1.5 S MT,2010,€ 254999,90000
12926,Hyundai Verna 1.6 SX VTVT (O),2014,€ 600000,50000
12929,Hyundai i10 Magna,2012,€ 210000,50000
12932,Maruti Zen Estilo 1.1 LXI BSIII,2007,€ 120000,81366
12935,Maruti Esteem Vxi - BSIII,2006,€ 95000,110000
12938,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,€ 229999,300000
12941,Hyundai Verna Transform VTVT,2010,€ 229999,70000
12944,Hyundai i20 Magna Optional 1.4 CRDi,2013,€ 400000,100000
12947,Maruti Gypsy King Hard Top Ambulance BSIV,2005,€ 300000,70000
12950,Ford Figo Diesel Celebration Edition,2013,€ 300000,50000
12953,Ford Fiesta 1.4 SXi TDCi,2009,€ 80000,180000
12956,Maruti 800 AC,2008,€ 80000,50000
12959,Maruti Esteem Vxi,2007,€ 100000,90000
12962,Tata Indica Vista Quadrajet LS,2012,€ 300000,110000
12965,Maruti Baleno Zeta Automatic,2018,€ 700000,26000
12968,Maruti Vitara Brezza ZDi Plus,2016,€ 975000,65000
12971,Chevrolet Captiva LT,2009,€ 500000,130000
12974,Renault Duster 85PS Diesel RxL Optional,2013,€ 550000,75000
12977,Nissan Terrano XV Premium 110 PS,2014,€ 550000,110000
12980,Maruti Alto K10 2010-2014 VXI,2014,€ 240000,50000
12983,Maruti 800 Std,1997,€ 50000,80000
12986,Tata Indica Vista Aura 1.2 Safire,2009,€ 120000,80000
12989,Maruti Alto 800 LXI,2013,€ 900000,60000
12992,Honda City 1.5 V MT,2009,€ 250000,90000
12995,Renault KWID 1.0 RXT Optional,2017,€ 280000,36000
12998,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,€ 85000,87000
13001,Tata Indica Vista Terra 1.4 TDI,2011,€ 90000,80000
13004,Chevrolet Enjoy TCDi LT 8 Seater,2015,€ 500000,50000
13007,Maruti 800 Std,2013,€ 200000,60000
13010,Renault KWID RXT,2015,€ 250000,50000
13013,Maruti Swift Dzire VDI,2014,€ 185000,40000
13016,Hyundai i10 Magna 1.1,2008,€ 100000,60000
13019,Toyota Etios VXD,2015,€ 610000,55000
13022,Mahindra Quanto C8,2012,€ 290000,80000
13025,Mahindra Xylo E9,2012,€ 300000,295000
13028,Hyundai EON Era Plus,2015,€ 225000,80000
13031,Maruti Alto K10 VXI,2017,€ 320000,50000
13034,Tata Indigo CR4,2012,€ 135000,158000
13037,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,€ 400000,400000
13040,Maruti Wagon R VXI BS IV,2016,€ 400000,25000
13043,Hyundai i20 Active 1.2 S,2017,€ 570000,35000
13046,Maruti Ignis 1.2 Zeta BSIV,2018,€ 500000,12000
13049,Maruti Omni MPI STD BSIV,2015,€ 130000,70000
13052,Tata Tiago 1.2 Revotron XZ,2018,€ 360000,4000
13055,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,€ 530000,10832
13058,Hyundai i10 Era,2009,€ 250000,50000
13061,Nissan Sunny XL,2016,€ 600000,19495
13064,Renault Duster 85PS Diesel RxL Plus,2013,€ 570000,62668
13067,Mahindra XUV500 W6 2WD,2013,€ 850000,85710
13070,Ford Figo Diesel EXI,2011,€ 250000,55130
13073,Ford Ecosport 1.5 DV5 MT Titanium,2014,€ 580000,63356
13076,Toyota Fortuner 3.0 Diesel,2012,€ 1680000,129627
13079,Chevrolet Spark 1.0 LT,2010,€ 180000,15000
13082,Tata Tiago 1.2 Revotron XE,2017,€ 300000,50000
13085,Toyota Etios Liva VX,2012,€ 269000,70000
13088,Maruti Alto K10 VXI,2018,€ 231999,20000
13091,Chevrolet Beat LS,2011,€ 150000,60000
13094,Hyundai Grand i10 Asta Option,2017,€ 495000,5000
13097,Maruti Ciaz VXi,2014,€ 700000,15000
13100,Datsun GO Plus T BSIV,2018,€ 400000,4400
13103,Mahindra Xylo H4,2019,€ 599000,15000
13106,Renault Duster 85PS Diesel RxL Optional,2013,€ 421000,45000
13109,Ford EcoSport 1.5 Diesel Trend BSIV,2018,€ 841000,1000
13112,Hyundai i10 Magna 1.1L,2014,€ 295000,38500
13115,Hyundai i10 Sportz,2011,€ 220000,25000
13118,Ford Classic 1.4 Duratorq LXI,2013,€ 250000,35000
13121,Toyota Fortuner 3.0 Diesel,2009,€ 1100000,110000
13124,Hyundai Verna 1.6 VTVT,2012,€ 300000,40000
13127,Chevrolet Aveo U-VA 1.2,2007,€ 80000,110000
13130,Chevrolet Beat Diesel LT,2013,€ 215000,20000
13133,Hyundai EON Magna Plus,2012,€ 245000,14987
13136,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,€ 650000,25061
13139,Ford Ecosport 1.5 Diesel Titanium,2017,€ 760000,42494
13142,Honda Amaze S i-Dtech,2014,€ 395000,44875
13145,Ford Figo Diesel EXI,2014,€ 280000,89741
13148,Honda Jazz 1.5 S i DTEC,2016,€ 495000,65000
13151,Honda Jazz 1.5 VX i DTEC,2016,€ 525000,35000
13154,Toyota Innova 2.5 GX 8 STR BSIV,2009,€ 420000,347089
13157,Tata New Safari DICOR 2.2 VX 4x2,2010,€ 210000,34500
13160,Hyundai i20 Active 1.2 S,2018,€ 650000,30000
13163,BMW 3 Series 320d Luxury Line,2018,€ 2300000,39000
13166,Ford Freestyle Titanium Plus Diesel BSIV,2019,€ 525000,16000
13169,Maruti Wagon R LXI CNG,2010,€ 195000,80000
13172,Maruti Ertiga SHVS VDI,2016,€ 650000,60000
13175,Mahindra TUV 300 T6 Plus,2015,€ 540000,110000
13178,Maruti Alto 800 LXI,2014,€ 180000,61000
13181,Mahindra Bolero Power Plus ZLX,2017,€ 750000,29000
13184,Maruti Ertiga SHVS ZDI Plus,2018,€ 980000,50000
13187,Fiat Grande Punto EVO 90HP 1.3 Sport,2014,€ 250000,90000
13190,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,€ 550000,35000
13193,Volkswagen Vento 1.6 Highline,2015,€ 509999,43000
13196,Maruti Alto K10 LXI,2017,€ 320000,50000
13199,Hyundai EON D Lite,2016,€ 275000,25000
13202,Mahindra XUV500 W8 2WD,2013,€ 550000,222252
13205,Maruti Wagon R VXI Minor,2009,€ 145000,50000
13208,Fiat Grande Punto Emotion 90Hp,2013,€ 250000,80000
13211,Hyundai Verna 1.6 SX,2012,€ 520000,35000
13214,Maruti Alto LXi,2007,€ 95000,85000
13217,Toyota Innova 2.5 V Diesel 7-seater,2011,€ 725000,110000
13220,Maruti 800 AC,2006,€ 55000,70000
13223,Honda City i DTEC VX,2014,€ 600000,100000
13226,Volkswagen Vento New Diesel Highline,2013,€ 330000,120000
13229,Maruti Swift Dzire VDI,2015,€ 470000,89000
13232,Maruti Swift ZDi,2013,€ 365000,120000
13235,Hyundai EON Magna Plus,2013,€ 250000,40000
13238,Maruti Wagon R VXI BS IV,2017,€ 430000,17000
13241,Maruti Swift VDI,2013,€ 400000,125000
13244,Maruti Swift Dzire ZXI,2015,€ 615000,110000
13247,Ford Figo Diesel Titanium,2011,€ 150000,120000
13250,Ford Figo Diesel ZXI,2014,€ 240000,90000
13253,Mahindra Scorpio S10 7 Seater,2014,€ 800000,90000
13256,Hyundai EON LPG Magna Plus,2015,€ 240000,110000
13259,Ford Ecosport 1.5 DV5 MT Titanium,2014,€ 600000,87000
13262,Mahindra Scorpio LX,2014,€ 800000,15000
13265,Hyundai EON 1.0 Kappa Magna Plus,2015,€ 160000,70000
13268,Ford Fiesta Classic 1.6 Duratec CLXI,2012,€ 350000,38000
13271,Honda City 1.5 V MT,2011,€ 300000,64000
13274,Tata Sumo Gold EX BSIII,2015,€ 399000,55250
13277,Mahindra Bolero DI,2011,€ 300000,110000
13280,Maruti A-Star AT VXI,2012,€ 150000,70000
13283,Chevrolet Cruze LTZ,2010,€ 320000,60000
13286,Tata Hexa XM,2018,€ 1280000,17000
13289,Renault KWID 1.0 RXT Optional,2017,€ 300000,13000
13292,Nissan Terrano XL Plus ICC WT20 SE,2016,€ 1000000,60000
13295,Mitsubishi Pajero Sport 4X4,2012,€ 1090000,120000
13298,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,€ 450000,97000
13301,Tata Indica GLS BS IV,2007,€ 60000,130000
13304,Maruti Swift Dzire ZXI,2013,€ 500000,50000
13307,Tata Indigo CR4,2012,€ 200000,120000
13310,Ford Ecosport 1.5 DV5 MT Titanium,2015,€ 650000,68000
13313,Maruti Alto LXi,2006,€ 60000,100000
13316,Maruti Ertiga VDI,2013,€ 250999,80000
13319,Hyundai Accent Executive CNG,2012,€ 185000,67000
13322,Maruti Alto K10 VXI,2015,€ 155000,60000
13325,Maruti Swift VXI,2019,€ 600000,5000
13328,Renault KWID RXE,2016,€ 300000,20000
13331,Hyundai Creta 1.6 E Plus,2018,€ 850000,12500
13334,Maruti Eeco CNG 5 Seater AC BSIV,2019,€ 470000,4000
13337,Ford Figo 1.2P Titanium MT,2019,€ 600000,25000
13340,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,€ 700000,70000
13343,Maruti Wagon R LXI DUO BSIII,2007,€ 70000,162000
13346,Toyota Fortuner 3.0 Diesel,2010,€ 1250000,205000
13349,Audi A6 2.8 FSI,2008,€ 650000,70000
13352,Hyundai Xcent 1.2 CRDi S,2018,€ 450000,70000
13355,Mahindra XUV500 W8 2WD,2014,€ 750000,100000
13358,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,€ 775000,70000
13361,Hyundai Santa Fe 4X4,2011,€ 800000,220000
13364,Honda Amaze E i-Vtech,2015,€ 360000,80000
13367,Toyota Corolla Altis Diesel D4DG,2010,€ 250000,120000
13370,Jeep Compass 2.0 Longitude Option BSIV,2017,€ 1490000,22038
13373,Nissan Terrano XL 110 PS,2013,€ 600000,80000
13376,Maruti Alto LX,2010,€ 120000,90000
13379,Tata New Safari DICOR 2.2 EX 4x2,2012,€ 320000,140000
13382,Mahindra Thar 4X2,2011,€ 400000,120000
13385,Maruti Swift Dzire ZDI,2015,€ 302000,60000
13388,Chevrolet Beat Diesel LT,2011,€ 130000,80000
13391,Maruti Swift Dzire LXI Option,2014,€ 150000,60000
13394,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,€ 200000,90000
13397,Toyota Innova 2.5 G1 BSIV,2012,€ 950000,80000
13400,Maruti Swift Vdi BSIII,2008,€ 120000,175000
13403,Mahindra XUV500 W7 BSIV,2019,€ 1400000,10000
13406,Hyundai i20 1.2 Asta Option,2017,€ 620000,65000
13409,Toyota Innova 2.5 GX 8 STR BSIV,2012,€ 449000,90000
13412,Maruti Alto LXi,2007,€ 100000,70000
13415,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,€ 600000,2500
13418,Honda Amaze VX i-DTEC,2016,€ 700000,35000
13421,Chevrolet Beat Diesel LT,2012,€ 250000,40000
13424,Maruti Baleno RS 1.0 Petrol,2018,€ 550000,63000
13427,Skoda Superb Ambition 2.0 TDI CR AT,2013,€ 675000,88000
13430,Nissan Terrano XL Plus 85 PS,2015,€ 530000,55000
13433,Chevrolet Enjoy TCDi LT 7 Seater,2014,€ 325000,71014
13436,Renault Scala Diesel RxL,2015,€ 370000,60000
13439,Skoda Rapid 1.5 TDI Ambition,2014,€ 360000,70000
13442,Skoda Superb LK 1.8 TSI AT,2012,€ 650000,60000
13445,Ford Fiesta 1.5 TDCi Titanium,2012,€ 199000,92000
13448,Mahindra Quanto C6,2014,€ 285000,89126
13451,Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,€ 260000,134000
13454,Maruti Ciaz 1.4 AT Zeta,2019,€ 869999,15000
13457,Hyundai Grand i10 1.2 CRDi Magna,2016,€ 425000,42500
13460,Chevrolet Cruze LTZ AT,2012,€ 490000,42000
13463,Mahindra XUV500 AT W8 FWD,2015,€ 750000,70000
13466,Honda City 1.5 EXI,2004,€ 125000,110000
13469,Fiat Linea 1.3 Emotion,2014,€ 221000,131365
13472,Volkswagen Vento 1.5 TDI Highline AT,2016,€ 724000,48980
13475,Honda Amaze VX AT i-Vtech,2014,€ 440000,46000
13478,Chevrolet Spark 1.0 LS,2009,€ 70000,60000
