ID,name,fuel,seller_type,transmission,owner
11741,Ford Figo Petrol EXI,Petrol,Individual,Manual,Second Owner
11744,Maruti SX4 VDI,Diesel,Individual,Manual,First Owner
11747,Honda Amaze S i-DTEC,Diesel,Individual,Manual,First Owner
11750,Tata Manza Aura (ABS) Quadrajet BS IV,Diesel,Individual,Manual,Second Owner
11753,Nissan Micra Diesel XV Premium,Diesel,Individual,Manual,First Owner
11756,Ford Ikon 1.3 Flair,Petrol,Individual,Manual,Second Owner
11759,Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Individual,Automatic,Second Owner
11762,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner
11765,Tata Indica Vista Quadrajet LX,Diesel,Individual,Manual,First Owner
11768,Chevrolet Cruze LTZ AT,Diesel,Individual,Automatic,First Owner
11771,Nissan Micra XL,Petrol,Individual,Manual,Second Owner
11774,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,Second Owner
11777,Maruti 800 AC,Petrol,Individual,Manual,First Owner
11780,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Diesel,Individual,Manual,Third Owner
11783,BMW 5 Series 520d Luxury Line,Diesel,Individual,Automatic,First Owner
11786,Hyundai Accent CRDi,Diesel,Individual,Manual,Second Owner
11789,Maruti Zen VXi - BS III,Petrol,Individual,Manual,First Owner
11792,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
11795,Maruti Zen LXi - BS III,Petrol,Dealer,Manual,First Owner
11798,Chevrolet Enjoy 1.3 TCDi LS 8,Diesel,Dealer,Manual,First Owner
11801,Maruti Wagon R LXI,Petrol,Individual,Manual,Second Owner
11804,Maruti Swift VXI,Petrol,Individual,Manual,First Owner
11807,Nissan Micra XL,Petrol,Dealer,Manual,First Owner
11810,Hyundai EON Era Plus Option,Petrol,Dealer,Manual,First Owner
11813,Tata Indica GLS BS IV,Petrol,Individual,Manual,First Owner
11816,Chevrolet Sail Hatchback 1.3 TCDi,Diesel,Individual,Manual,First Owner
11819,Tata Indigo Grand Dicor,Diesel,Individual,Manual,First Owner
11822,Hyundai Elite i20 Petrol Magna Exective,Petrol,Individual,Manual,First Owner
11825,Chevrolet Enjoy TCDi LT 8 Seater,Diesel,Individual,Manual,First Owner
11828,Maruti Wagon R VXI AMT,Petrol,Dealer,Automatic,First Owner
11831,Renault KWID RXT,Petrol,Dealer,Manual,First Owner
11834,Maruti Celerio VXI,Petrol,Dealer,Manual,First Owner
11837,Ford Figo Trend,Petrol,Dealer,Manual,First Owner
11840,Hyundai EON Magna,Petrol,Dealer,Manual,First Owner
11843,Ford Ecosport 1.5 Diesel Titanium,Diesel,Dealer,Manual,First Owner
11846,Maruti Alto K10 VXI,Petrol,Dealer,Manual,First Owner
11849,Ford Figo Trend,Petrol,Dealer,Manual,First Owner
11852,Mahindra XUV500 W10 2WD,Diesel,Individual,Manual,First Owner
11855,Maruti 800 AC,Petrol,Individual,Manual,First Owner
11858,Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,Second Owner
11861,Hyundai Tucson 2.0 e-VGT 2WD AT GL,Diesel,Individual,Automatic,First Owner
11864,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Petrol,Individual,Manual,First Owner
11867,Honda Amaze E i-Dtech,Diesel,Individual,Manual,First Owner
11870,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
11873,Hyundai i20 1.2 Asta Dual Tone,Petrol,Individual,Manual,First Owner
11876,Datsun RediGO SV 1.0,Petrol,Individual,Manual,First Owner
11879,Datsun GO T BSIV,Petrol,Individual,Manual,First Owner
11882,Maruti Swift Dzire AMT VDI,Diesel,Individual,Automatic,First Owner
11885,Hyundai i10 Era 1.1 iTech SE,Petrol,Individual,Manual,First Owner
11888,Chevrolet Captiva 2.0L VCDi,Diesel,Individual,Manual,Third Owner
11891,Mahindra Scorpio VLX 2WD BSIV,Diesel,Individual,Manual,Third Owner
11894,Tata New Safari 3L Dicor LX 4x2,Diesel,Individual,Manual,First Owner
11897,Maruti Wagon R VXI Minor,Petrol,Individual,Manual,First Owner
11900,Hyundai EON Era Plus,Petrol,Individual,Manual,Third Owner
11903,Maruti Ertiga VDI,Diesel,Individual,Manual,Second Owner
11906,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner
11909,Tata Nano Twist XT,Petrol,Individual,Manual,First Owner
11912,Mahindra TUV 300 T8,Diesel,Individual,Manual,First Owner
11915,Hyundai Grand i10 CRDi Asta,Diesel,Individual,Manual,First Owner
11918,Honda BRV i-DTEC V MT,Diesel,Individual,Manual,First Owner
11921,Hyundai Verna CRDi 1.6 EX,Diesel,Individual,Manual,First Owner
11924,Toyota Fortuner 3.0 Diesel,Diesel,Individual,Manual,First Owner
11927,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
11930,Mahindra Verito 1.5 D2 BSIII,Diesel,Individual,Manual,First Owner
11933,Hyundai Verna 1.6 i ABS,Petrol,Individual,Manual,First Owner
11936,Mahindra Bolero DI,Diesel,Individual,Manual,Second Owner
11939,Tata Zest Revotron 1.2T XMS,Petrol,Individual,Manual,Second Owner
11942,Maruti 800 AC,Petrol,Individual,Manual,Third Owner
11945,Hyundai Santro LE zipPlus,Petrol,Individual,Manual,First Owner
11948,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner
11951,Hyundai Verna CRDi 1.6 SX,Diesel,Individual,Manual,First Owner
11954,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
11957,Renault Duster 85PS Diesel RxL,Diesel,Individual,Manual,First Owner
11960,Volvo XC60 D3 Kinetic,Diesel,Dealer,Automatic,Third Owner
11963,Maruti Wagon R VXI Optional,Petrol,Individual,Manual,Second Owner
11966,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Diesel,Individual,Manual,Second Owner
11969,Tata Indigo LX Dicor,Diesel,Individual,Manual,Third Owner
11972,Maruti Swift ZDi BSIV,Diesel,Individual,Manual,First Owner
11975,Tata Indigo LS,Diesel,Individual,Manual,First Owner
11978,Hyundai i10 Magna 1.1,Petrol,Individual,Manual,First Owner
11981,Hyundai i20 Asta Option 1.2,Petrol,Individual,Manual,First Owner
11984,Tata Xenon XT EX 4X4,Diesel,Individual,Manual,Second Owner
11987,Volkswagen Vento Petrol Highline,Petrol,Individual,Manual,First Owner
11990,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
11993,Maruti Baleno Alpha 1.2,Petrol,Individual,Manual,First Owner
11996,Hyundai i20 Asta Option 1.4 CRDi,Diesel,Individual,Manual,First Owner
11999,Hyundai Grand i10 CRDi Magna,Diesel,Individual,Manual,First Owner
12002,Maruti 800 AC BSII,Petrol,Individual,Manual,Fourth & Above Owner
12005,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner
12008,Renault KWID RXT,Petrol,Individual,Manual,First Owner
12011,Maruti Vitara Brezza VDi Option,Diesel,Individual,Manual,Second Owner
12014,Maruti Ertiga VDI,Diesel,Individual,Manual,Second Owner
12017,Hyundai i20 1.4 Sportz,Diesel,Dealer,Manual,First Owner
12020,Maruti Vitara Brezza VDi Option,Diesel,Individual,Manual,Second Owner
12023,Chevrolet Beat LT LPG,LPG,Individual,Manual,First Owner
12026,Renault Duster 85PS Diesel RxL Optional,Diesel,Individual,Manual,First Owner
12029,Hyundai Verna 1.6 SX,Diesel,Dealer,Manual,First Owner
12032,Maruti Ciaz VDi,Diesel,Dealer,Manual,First Owner
12035,Honda Amaze VX i-DTEC,Diesel,Individual,Manual,Second Owner
12038,Datsun GO T Option BSIV,Petrol,Individual,Manual,First Owner
12041,Maruti Eeco 7 Seater Standard BSIV,Petrol,Individual,Manual,First Owner
12044,Skoda Superb 1.8 TFSI MT,Petrol,Individual,Manual,First Owner
12047,Maruti Wagon R VXI Minor,Petrol,Individual,Manual,Third Owner
12050,Mercedes-Benz E-Class E250 Edition E,Diesel,Dealer,Automatic,First Owner
12053,Tata Safari Storme VX Varicor 400,Diesel,Individual,Manual,First Owner
12056,Hyundai Verna SX AT Diesel,Diesel,Dealer,Automatic,First Owner
12059,Honda WR-V i-VTEC VX,Petrol,Dealer,Manual,Second Owner
12062,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
12065,Hyundai Xcent 1.2 CRDi E,Diesel,Individual,Manual,First Owner
12068,Hyundai Elite i20 Asta Option CVT BSIV,Petrol,Dealer,Automatic,First Owner
12071,Honda City S,Petrol,Individual,Manual,First Owner
12074,Mahindra XUV500 AT W10 1.99 mHawk,Diesel,Dealer,Automatic,First Owner
12077,Tata Indigo GLE BSIII,Petrol,Dealer,Manual,First Owner
12080,Honda City 1.5 V MT,Petrol,Dealer,Manual,First Owner
12083,Maruti Swift 1.3 LXI,Petrol,Individual,Manual,Second Owner
12086,Chevrolet Beat PS,Petrol,Individual,Manual,First Owner
12089,Maruti Ciaz ZXi Plus,Petrol,Dealer,Manual,First Owner
12092,Hyundai EON 1.0 Era Plus,Petrol,Individual,Manual,First Owner
12095,Maruti Baleno Alpha 1.2,Petrol,Dealer,Manual,First Owner
12098,Tata Indigo GLS,Petrol,Individual,Manual,First Owner
12101,Maruti Swift 1.3 LXI,Petrol,Individual,Manual,Second Owner
12104,Hyundai Santro Xing GLS,Petrol,Individual,Manual,Second Owner
12107,Hyundai Elantra 2.0 SX AT,Petrol,Individual,Automatic,First Owner
12110,Nissan Sunny Diesel XV,Diesel,Individual,Manual,First Owner
12113,Honda City 1.3 EXI,Petrol,Individual,Manual,Second Owner
12116,Hyundai Verna 1.6 CRDI SX Option,Diesel,Dealer,Manual,Second Owner
12119,Maruti S-Cross Sigma DDiS 200 SH,Diesel,Individual,Manual,First Owner
12122,Hyundai Elantra CRDi S,Diesel,Dealer,Manual,First Owner
12125,Chevrolet Sail LS ABS,Diesel,Individual,Manual,First Owner
12128,Hyundai Verna 1.6 SX CRDi (O),Diesel,Dealer,Manual,First Owner
12131,Maruti Eeco Smiles 5 Seater AC,Petrol,Dealer,Manual,First Owner
12134,Maruti Eeco Smiles 5 Seater AC,Petrol,Dealer,Manual,First Owner
12137,Maruti Swift ZXI,Petrol,Individual,Manual,First Owner
12140,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Individual,Manual,First Owner
12143,Honda City 1.5 V Elegance,Petrol,Dealer,Manual,First Owner
12146,Hyundai Verna 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
12149,Datsun GO T BSIV,Petrol,Individual,Manual,First Owner
12152,Chevrolet Spark 1.0,Petrol,Individual,Manual,Second Owner
12155,Hyundai i20 Magna Optional 1.4 CRDi,Diesel,Individual,Manual,First Owner
12158,Maruti Wagon R LX Minor,Petrol,Individual,Manual,Second Owner
12161,Hyundai i20 1.2 Sportz,Petrol,Individual,Manual,Fourth & Above Owner
12164,Honda Mobilio S i DTEC,Diesel,Individual,Manual,Second Owner
12167,Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner
12170,Volkswagen Vento 1.5 TDI Highline,Diesel,Individual,Manual,First Owner
12173,Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner
12176,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner
12179,Tata Indica GLS BS IV,Petrol,Individual,Manual,Third Owner
12182,Hyundai EON LPG Magna Plus,LPG,Individual,Manual,Third Owner
12185,Datsun RediGO T Option,Petrol,Individual,Manual,Second Owner
12188,Maruti 800 Std,Petrol,Individual,Manual,Third Owner
12191,Maruti Grand Vitara MT,Petrol,Individual,Manual,Third Owner
12194,Mahindra KUV 100 mFALCON G80 K8 5str,Petrol,Individual,Manual,First Owner
12197,Hyundai EON Sportz,Petrol,Individual,Manual,First Owner
12200,Maruti Swift Dzire ZXI,Petrol,Individual,Manual,First Owner
12203,Tata Manza Club Class Quadrajet90 EX,Diesel,Individual,Manual,First Owner
12206,Tata Tiago 1.05 Revotorq XZ Plus,Diesel,Individual,Manual,First Owner
12209,Maruti Wagon R VXI Optional,Petrol,Individual,Manual,First Owner
12212,Hyundai Santro LE zipPlus,Petrol,Individual,Manual,Fourth & Above Owner
12215,Tata Nano Twist XE,Petrol,Individual,Manual,Second Owner
12218,Nissan Terrano XL Plus 85 PS,Diesel,Individual,Manual,First Owner
12221,Maruti Wagon R Duo Lxi,LPG,Individual,Manual,Second Owner
12224,Hyundai i10 Era,Petrol,Individual,Manual,Second Owner
12227,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
12230,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
12233,Tata Harrier XZ BSIV,Diesel,Individual,Manual,First Owner
12236,Hyundai i10 Sportz,Petrol,Individual,Manual,First Owner
12239,Maruti Ignis 1.2 Delta BSIV,Petrol,Individual,Manual,First Owner
12242,Toyota Corolla Altis 1.8 J,Petrol,Individual,Manual,Second Owner
12245,Fiat Linea T Jet Plus,Petrol,Individual,Manual,First Owner
12248,Toyota Fortuner 4x2 AT,Diesel,Individual,Automatic,First Owner
12251,Honda Civic 1.8 V MT,Petrol,Individual,Manual,First Owner
12254,Honda Civic 1.8 S AT,Petrol,Dealer,Automatic,First Owner
12257,Ford Figo Diesel Titanium,Diesel,Individual,Manual,Third Owner
12260,Hyundai i20 Active 1.2 SX,Petrol,Individual,Manual,First Owner
12263,Hyundai Grand i10 1.2 Kappa Sportz AT,Petrol,Individual,Automatic,First Owner
12266,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
12269,Maruti Alto 800 LXI Airbag,Petrol,Individual,Manual,First Owner
12272,Maruti Alto LXi,Petrol,Individual,Manual,First Owner
12275,Hyundai i10 Era 1.1,Petrol,Individual,Manual,First Owner
12278,Maruti Celerio VXI,Petrol,Individual,Manual,First Owner
12281,Maruti Baleno Delta 1.2,Petrol,Individual,Manual,First Owner
12284,Maruti Swift VXI Deca,Petrol,Individual,Manual,First Owner
12287,Maruti Swift Dzire LDI,Diesel,Individual,Manual,Second Owner
12290,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner
12293,Hyundai Venue SX Opt Turbo BSIV,Petrol,Individual,Manual,First Owner
12296,Maruti Wagon R LX Minor,Petrol,Individual,Manual,First Owner
12299,Ford Figo Diesel ZXI,Diesel,Individual,Manual,Second Owner
12302,Maruti Wagon R LX BSIII,Petrol,Individual,Manual,First Owner
12305,Ford Figo 1.5D Ambiente ABS MT,Diesel,Individual,Manual,Second Owner
12308,Renault Duster 110PS Diesel RxZ Plus,Diesel,Individual,Manual,Second Owner
12311,Maruti Zen VXi - BS III,Petrol,Individual,Manual,Second Owner
12314,Ford Figo Aspire 1.5 Ti-VCT Titanium,Petrol,Dealer,Automatic,First Owner
12317,Maruti Ertiga SHVS VDI,Diesel,Individual,Manual,First Owner
12320,Maruti Ciaz S 1.3,Diesel,Individual,Manual,First Owner
12323,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner
12326,Maruti Baleno Alpha 1.2,Petrol,Individual,Manual,First Owner
12329,Chevrolet Cruze LTZ,Diesel,Individual,Manual,Second Owner
12332,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,Individual,Manual,First Owner
12335,Maruti Wagon R LX,Petrol,Individual,Manual,Second Owner
12338,Maruti Zen Estilo VXI BSIV,Petrol,Individual,Manual,Second Owner
12341,Mahindra Ingenio CRDe,Diesel,Individual,Manual,First Owner
12344,Toyota Innova Crysta 2.4 VX MT 8S BSIV,Diesel,Individual,Manual,First Owner
12347,Tata Indigo TDI,Diesel,Individual,Manual,Second Owner
12350,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
12353,Maruti SX4 ZXI MT BSIV,Petrol,Individual,Manual,Second Owner
12356,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner
12359,BMW 5 Series 520d Luxury Line,Diesel,Individual,Automatic,First Owner
12362,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Diesel,Individual,Automatic,First Owner
12365,Toyota Corolla Altis 1.8 GL,Petrol,Individual,Manual,First Owner
12368,Maruti Baleno Zeta 1.2,Petrol,Individual,Manual,First Owner
12371,Maruti 800 AC BSIII,Petrol,Individual,Manual,Second Owner
12374,Audi A4 1.8 TFSI,Petrol,Individual,Automatic,Third Owner
12377,Mahindra Scorpio M2DI,Diesel,Individual,Manual,First Owner
12380,Maruti Swift LXi BSIV,Petrol,Individual,Manual,Second Owner
12383,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,Diesel,Individual,Manual,First Owner
12386,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
12389,Datsun GO Plus T Option BSIV,Petrol,Individual,Manual,First Owner
12392,Maruti Ertiga VXI CNG,CNG,Individual,Manual,First Owner
12395,Ambassador Grand 1800 ISZ MPFI PW CL,Petrol,Individual,Manual,Second Owner
12398,Hyundai Verna i (Petrol),Petrol,Individual,Manual,Second Owner
12401,Skoda Laura Ambiente 2.0 TDI CR AT,Diesel,Individual,Automatic,Second Owner
12404,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Third Owner
12407,Tata Indica Vista Aqua 1.4 TDI,Diesel,Individual,Manual,Second Owner
12410,Mahindra Xylo Celebration Edition BSIV,Diesel,Individual,Manual,Third Owner
12413,Hyundai Grand i10 Magna,Petrol,Individual,Manual,Second Owner
12416,Maruti Wagon R LXI BS IV,Petrol,Individual,Manual,First Owner
12419,Volkswagen CrossPolo 1.2 MPI,Petrol,Individual,Manual,First Owner
12422,Maruti Ertiga VXI Petrol,Petrol,Individual,Manual,First Owner
12425,Hyundai Xcent 1.1 CRDi S,Diesel,Individual,Manual,First Owner
12428,Hyundai i20 1.2 Magna Executive,Petrol,Individual,Manual,First Owner
12431,Maruti Wagon R LXI CNG,CNG,Individual,Manual,Second Owner
12434,Maruti SX4 VDI,Diesel,Individual,Manual,Second Owner
12437,Maruti Eeco 5 Seater AC BSIV,Petrol,Individual,Manual,Second Owner
12440,Volkswagen Vento Diesel Style Limited Edition,Diesel,Individual,Manual,First Owner
12443,Maruti Ritz VDi,Diesel,Individual,Manual,First Owner
12446,Maruti Wagon R LXI CNG,CNG,Individual,Manual,Second Owner
12449,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
12452,Maruti Swift Star VDI,Diesel,Individual,Manual,First Owner
12455,Chevrolet Beat LT Option,Petrol,Individual,Manual,First Owner
12458,Hyundai Grand i10 1.2 Kappa Magna BSIV,Petrol,Individual,Manual,First Owner
12461,Hyundai i10 Magna 1.1 iTech SE,Petrol,Dealer,Manual,First Owner
12464,Chevrolet Beat LT,Petrol,Individual,Manual,Second Owner
12467,Renault KWID RXT,Petrol,Individual,Manual,First Owner
12470,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
12473,Hyundai i20 1.4 CRDi Magna,Diesel,Individual,Manual,First Owner
12476,Skoda Laura Elegance 2.0 TDI CR AT,Diesel,Dealer,Automatic,First Owner
12479,Hyundai i20 Asta Option 1.4 CRDi,Diesel,Individual,Manual,Second Owner
12482,Tata Indigo CR4,Diesel,Individual,Manual,Second Owner
12485,Ford EcoSport 1.5 Diesel Trend BSIV,Diesel,Individual,Manual,First Owner
12488,Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,First Owner
12491,Hyundai Santro Xing XG,Petrol,Individual,Manual,First Owner
12494,Hyundai Grand i10 Sportz,Petrol,Individual,Manual,First Owner
12497,Maruti Celerio ZXI AMT BSIV,Petrol,Individual,Automatic,First Owner
12500,Hyundai Santro Xing GLS,Petrol,Individual,Manual,Second Owner
12503,Honda City i VTEC V,Petrol,Individual,Manual,First Owner
12506,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,First Owner
12509,Maruti 800 AC,Petrol,Individual,Manual,Fourth & Above Owner
12512,Ford Figo Diesel EXI,Diesel,Individual,Manual,Third Owner
12515,Ford Figo Diesel EXI,Diesel,Individual,Manual,Second Owner
12518,Mahindra Xylo D2 BS IV,Diesel,Individual,Manual,Second Owner
12521,Maruti Zen Estilo VXI BSIII,Petrol,Individual,Manual,First Owner
12524,Tata Nano Cx BSIII,Petrol,Individual,Manual,First Owner
12527,Maruti Ritz VDi,Diesel,Individual,Manual,Second Owner
12530,Mahindra Xylo E8,Diesel,Individual,Manual,Second Owner
12533,Maruti Ritz VDi,Diesel,Individual,Manual,Second Owner
12536,Hyundai Santro Xing XO,Petrol,Individual,Manual,First Owner
12539,Hyundai i10 Era,Petrol,Individual,Manual,First Owner
12542,Hyundai EON Magna Plus Option,Petrol,Individual,Manual,First Owner
12545,Nissan Terrano XL 110 PS,Diesel,Individual,Manual,Third Owner
12548,Hyundai Creta 1.6 CRDi SX Option,Diesel,Individual,Manual,First Owner
12551,Mahindra Scorpio S11 BSIV,Diesel,Individual,Manual,First Owner
12554,Toyota Innova Crysta 2.8 ZX AT BSIV,Diesel,Individual,Automatic,First Owner
12557,Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,Second Owner
12560,Tata Tiago 1.2 Revotron XT,Petrol,Individual,Manual,First Owner
12563,Maruti Zen Estilo LXI BS IV,Petrol,Individual,Manual,First Owner
12566,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Individual,Manual,Second Owner
12569,Hyundai Santro Xing XL eRLX Euro III,Petrol,Dealer,Manual,Second Owner
12572,Maruti Alto K10 VXI,Petrol,Dealer,Manual,First Owner
12575,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,Petrol,Dealer,Manual,First Owner
12578,Maruti Alto LX,Petrol,Dealer,Manual,First Owner
12581,Ford Aspire Titanium Plus BSIV,Petrol,Dealer,Manual,Second Owner
12584,Hyundai Grand i10 Asta Option AT,Petrol,Dealer,Automatic,First Owner
12587,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Dealer,Manual,First Owner
12590,Ford Endeavour 3.0L 4X4 AT,Diesel,Dealer,Automatic,First Owner
12593,Ford Endeavour 2.5L 4X2,Diesel,Dealer,Manual,Second Owner
12596,Maruti Zen LXI,Petrol,Individual,Manual,Second Owner
12599,Mahindra Verito 1.5 D2 BSIII,Diesel,Individual,Manual,First Owner
12602,Mahindra XUV500 AT W10 AWD,Diesel,Individual,Automatic,Second Owner
12605,Renault Duster 110PS Diesel RxZ,Diesel,Individual,Manual,First Owner
12608,Datsun RediGO 1.0 S,Petrol,Individual,Manual,First Owner
12611,Maruti Ignis 1.2 AMT Alpha BSIV,Petrol,Individual,Automatic,First Owner
12614,Tata Nexon 1.5 Revotorq XM,Diesel,Individual,Manual,First Owner
12617,Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,First Owner
12620,Maruti Swift VDI BSIV,Diesel,Individual,Manual,Third Owner
12623,Mahindra Scorpio 2.6 CRDe,Diesel,Individual,Manual,Second Owner
12626,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Third Owner
12629,Ford Fiesta 1.4 ZXi Duratec,Petrol,Individual,Manual,First Owner
12632,Hyundai Verna 1.6 SX,Diesel,Individual,Manual,Second Owner
12635,Hyundai Elite i20 Sportz Plus BSIV,Petrol,Individual,Manual,First Owner
12638,Maruti Swift 1.2 DLX,Petrol,Individual,Manual,First Owner
12641,Mahindra Scorpio BSIV,Diesel,Individual,Manual,First Owner
12644,Renault KWID RXT,Petrol,Individual,Manual,First Owner
12647,Mahindra Scorpio LX,Diesel,Individual,Manual,First Owner
12650,Maruti Esteem AX,Petrol,Individual,Automatic,First Owner
12653,Ford Figo 1.5D Trend MT,Diesel,Individual,Manual,First Owner
12656,Honda Amaze V Diesel BSIV,Diesel,Individual,Manual,First Owner
12659,Skoda Rapid 1.5 TDI Ambition,Diesel,Individual,Manual,First Owner
12662,Toyota Etios VD,Diesel,Individual,Manual,First Owner
12665,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,Second Owner
12668,Ford Fiesta Classic 1.4 SXI Duratorq,Diesel,Individual,Manual,Third Owner
12671,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,Diesel,Individual,Manual,First Owner
12674,Hyundai i10 Era,Petrol,Individual,Manual,Second Owner
12677,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
12680,Mahindra XUV500 W8 4WD,Diesel,Individual,Manual,Second Owner
12683,Volkswagen Vento 1.5 TDI Highline,Diesel,Individual,Manual,First Owner
12686,Maruti Swift VDI Optional,Diesel,Individual,Manual,First Owner
12689,Mahindra Bolero DI,Diesel,Individual,Manual,First Owner
12692,Honda Civic 1.8 V AT,Petrol,Individual,Automatic,First Owner
12695,Honda Mobilio V i VTEC,Petrol,Individual,Manual,First Owner
12698,Hyundai Creta 1.6 SX,Petrol,Individual,Manual,First Owner
12701,Renault KWID RXT,Petrol,Individual,Manual,First Owner
12704,Tata Manza ELAN Quadrajet BS IV,Diesel,Individual,Manual,Third Owner
12707,Hyundai i10 Sportz AT,Petrol,Individual,Automatic,Second Owner
12710,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
12713,Nissan Micra Diesel XV Premium,Diesel,Individual,Manual,First Owner
12716,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Diesel,Individual,Manual,First Owner
12719,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
12722,Mahindra Bolero SLX 4WD BSIII,Diesel,Individual,Manual,Second Owner
12725,Mahindra Scorpio S9 BSIV,Diesel,Individual,Manual,First Owner
12728,Honda City 1.3 DX,Petrol,Individual,Manual,Second Owner
12731,Honda BR-V i-DTEC VX MT,Diesel,Individual,Manual,First Owner
12734,Hyundai Grand i10 CRDi Sportz,Diesel,Individual,Manual,Second Owner
12737,Tata Nano Lx BSIII,Petrol,Individual,Manual,Second Owner
12740,Volkswagen Polo Diesel Highline 1.2L,Diesel,Individual,Manual,Third Owner
12743,Volkswagen Ameo 1.5 TDI Highline,Diesel,Individual,Manual,First Owner
12746,Maruti Swift ZXI ABS,Petrol,Individual,Manual,Second Owner
12749,Maruti Wagon R LXI BS IV,Petrol,Dealer,Manual,First Owner
12752,Tata Manza Aura (ABS) Quadrajet BS IV,Diesel,Individual,Manual,Second Owner
12755,Toyota Etios GD,Diesel,Dealer,Manual,Second Owner
12758,Ford Figo Diesel Titanium,Diesel,Individual,Manual,First Owner
12761,Honda Amaze VX i-DTEC,Diesel,Individual,Manual,First Owner
12764,Ford Endeavour 2.5L 4X2 MT,Diesel,Individual,Manual,Second Owner
12767,Renault Duster 85PS Diesel RxE,Diesel,Individual,Manual,First Owner
12770,Maruti Ritz LDi,Diesel,Individual,Manual,Second Owner
12773,Toyota Corolla Altis D-4D J,Diesel,Dealer,Manual,Second Owner
12776,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
12779,Maruti 800 AC Uniq,Petrol,Individual,Manual,Second Owner
12782,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Diesel,Individual,Manual,Second Owner
12785,Mahindra Scorpio VLX 2WD AT BSIV,Diesel,Individual,Automatic,Third Owner
12788,Land Rover Range Rover Evoque 2.2L Dynamic,Diesel,Individual,Automatic,Second Owner
12791,Hyundai i20 1.4 Sportz,Diesel,Individual,Manual,First Owner
12794,Maruti Baleno Alpha 1.3,Diesel,Individual,Manual,First Owner
12797,Hyundai Verna CRDi 1.6 SX Option,Diesel,Individual,Manual,First Owner
12800,BMW X1 sDrive20d,Diesel,Individual,Automatic,Second Owner
12803,Maruti Alto K10 2010-2014 VXI,Petrol,Individual,Manual,Second Owner
12806,Tata Spacio SA 6 Seater,Diesel,Individual,Manual,First Owner
12809,Maruti Swift VDI BSIV,Diesel,Individual,Manual,Second Owner
12812,Toyota Etios 1.4 VXD,Diesel,Individual,Manual,Second Owner
12815,Hyundai Xcent 1.2 Kappa S,Petrol,Individual,Manual,First Owner
12818,Mahindra Xylo D2,Diesel,Individual,Manual,First Owner
